/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/A Classic Education - NightOwl_150.00_158.00.wav,Split,Start,End,Duration,Words,Lyric,chunk_path,has_lyrics
Actions - Devil's Words,Train,168,174,6,7,you are the one screaming you hypocrite,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - Devil's Words_168.00_174.00.wav,True
Actions - Devil's Words,Train,173,179,6,10,uh a missing puzzle piece come and fill me in,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - Devil's Words_173.00_179.00.wav,True
Actions - Devil's Words,Train,179,184,5,8,uh the devil's words has spoken to me,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - Devil's Words_179.00_184.00.wav,True
Actions - Devil's Words,Train,184,189,5,7,the devil's words has spoken to me,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - Devil's Words_184.00_189.00.wav,True
Actions - Devil's Words,Train,189,196,7,7,the devil's words has spoken to me,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - Devil's Words_189.00_196.00.wav,True
Actions - One Minute Smile,Train,0,7,7,17,you hold my hand as you look around you kiss me quick i don't make sound you,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - One Minute Smile_0.00_7.00.wav,True
Actions - One Minute Smile,Train,6,12,6,12,you look at me so you see right through me through me,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - One Minute Smile_6.00_12.00.wav,True
Actions - One Minute Smile,Train,11,17,6,14,we walk in silence what's happen now one minute smile now it's only fraud,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - One Minute Smile_11.00_17.00.wav,True
Actions - One Minute Smile,Train,17,22,5,10,i'm so confused once we were so strong so strong,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - One Minute Smile_17.00_22.00.wav,True
Actions - One Minute Smile,Train,22,28,6,12,if this is not love it feels a lot like love you,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - One Minute Smile_22.00_28.00.wav,True
Actions - One Minute Smile,Train,27,33,6,8,you double standards they always got me down,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - One Minute Smile_27.00_33.00.wav,True
Actions - One Minute Smile,Train,33,43,10,16,i don't know where where we went wrong i just don't know i just don't know,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - One Minute Smile_33.00_43.00.wav,True
Actions - One Minute Smile,Train,43,49,6,10,if it's not love it feels a lot like love,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - One Minute Smile_43.00_49.00.wav,True
Actions - One Minute Smile,Train,49,57,8,8,a lot like love a lot like love,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - One Minute Smile_49.00_57.00.wav,True
Actions - One Minute Smile,Train,57,64,7,14,we had turns like no other you can make me smile when i weep,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - One Minute Smile_57.00_64.00.wav,True
Actions - One Minute Smile,Train,64,69,5,11,but my tears can drown out the laughter now oh now,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - One Minute Smile_64.00_69.00.wav,True
Actions - One Minute Smile,Train,69,75,6,15,we talk until the sun rises you listen to all the same lies we speak,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - One Minute Smile_69.00_75.00.wav,True
Actions - One Minute Smile,Train,74,80,6,9,we speak like there's no one else around around,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - One Minute Smile_74.00_80.00.wav,True
Actions - One Minute Smile,Train,80,85,5,11,if this is not love it feels a lot like love,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - One Minute Smile_80.00_85.00.wav,True
Actions - One Minute Smile,Train,85,90,5,8,you double standards they always got me down,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - One Minute Smile_85.00_90.00.wav,True
Actions - One Minute Smile,Train,90,96,6,9,i don't know where where we went wrong i,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - One Minute Smile_90.00_96.00.wav,True
Actions - One Minute Smile,Train,96,102,6,10,i just don't know i just don't know if it's,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - One Minute Smile_96.00_102.00.wav,True
Actions - One Minute Smile,Train,101,106,5,10,if it's not love it feels a lot like love,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - One Minute Smile_101.00_106.00.wav,True
Actions - One Minute Smile,Train,106,114,8,8,a lot like love a lot like love,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - One Minute Smile_106.00_114.00.wav,True
Actions - One Minute Smile,Train,114,119,5,8,a lot like love i don't know where,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - One Minute Smile_114.00_119.00.wav,True
Actions - One Minute Smile,Train,119,125,6,10,where we went wrong i just don't know now i,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - One Minute Smile_119.00_125.00.wav,True
Actions - One Minute Smile,Train,124,135,11,5,now i just don't know,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - One Minute Smile_124.00_135.00.wav,True
Actions - One Minute Smile,Train,135,139,4,7,a lot like love i don't know,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - One Minute Smile_135.00_139.00.wav,True
Actions - One Minute Smile,Train,138,145,7,10,don't know but we will go i just don't know,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - One Minute Smile_138.00_145.00.wav,True
Actions - One Minute Smile,Train,145,153,8,14,i just don't know if it's not love it feels a lot like love,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - One Minute Smile_145.00_153.00.wav,True
Actions - One Minute Smile,Train,153,163,10,8,a lot like love a lot like love,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - One Minute Smile_153.00_163.00.wav,True
Actions - South Of The Water,Train,0,8,8,9,my skin's falling off i'm breaking at the seeps,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - South Of The Water_0.00_8.00.wav,True
Actions - South Of The Water,Train,8,15,7,8,he's holding me under and i can't breath,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - South Of The Water_8.00_15.00.wav,True
Actions - South Of The Water,Train,15,19,4,7,slow and painful and as it seems,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - South Of The Water_15.00_19.00.wav,True
Actions - South Of The Water,Train,19,26,7,9,now i'm caving in my heart is so ficating,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - South Of The Water_19.00_26.00.wav,True
Actions - South Of The Water,Train,26,35,9,11,my hands frost in start cause you are tearing me apart,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - South Of The Water_26.00_35.00.wav,True
Actions - South Of The Water,Train,36,44,8,1,oh,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - South Of The Water_36.00_44.00.wav,True
Actions - South Of The Water,Train,44,52,8,8,you make this feel like home oh so,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - South Of The Water_44.00_52.00.wav,True
Actions - South Of The Water,Train,51,57,6,10,so when you're on your own south of the water,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - South Of The Water_51.00_57.00.wav,True
Actions - South Of The Water,Train,57,62,5,8,we build this up with bricks and mortar,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - South Of The Water_57.00_62.00.wav,True
Actions - South Of The Water,Train,62,69,7,8,oh you make this feel like home it's,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - South Of The Water_62.00_69.00.wav,True
Actions - South Of The Water,Train,68,75,7,7,it's cold outside but my temper's increasing,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - South Of The Water_68.00_75.00.wav,True
Actions - South Of The Water,Train,75,83,8,11,so help me out i will kick and shout for you,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - South Of The Water_75.00_83.00.wav,True
Actions - South Of The Water,Train,83,87,4,8,it's slow and painful and as it seems,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - South Of The Water_83.00_87.00.wav,True
Actions - South Of The Water,Train,87,94,7,7,oh you make this feel like home,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - South Of The Water_87.00_94.00.wav,True
Actions - South Of The Water,Train,94,103,9,11,oh so when you're on your own south of the water,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - South Of The Water_94.00_103.00.wav,True
Actions - South Of The Water,Train,103,108,5,8,we build this up with bricks and mortar,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - South Of The Water_103.00_108.00.wav,True
Actions - South Of The Water,Train,107,115,8,7,oh you make this feel like home,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - South Of The Water_107.00_115.00.wav,True
Actions - South Of The Water,Train,114,119,5,3,i'm still here,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - South Of The Water_114.00_119.00.wav,True
Actions - South Of The Water,Train,119,122,3,4,no i'm not worried,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - South Of The Water_119.00_122.00.wav,True
Actions - South Of The Water,Train,122,129,7,7,even though my make up went yeah,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - South Of The Water_122.00_129.00.wav,True
Actions - South Of The Water,Train,129,136,7,8,i track you in i saw you coming,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - South Of The Water_129.00_136.00.wav,True
Actions - South Of The Water,Train,136,142,6,7,slow and painful and as it seems,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - South Of The Water_136.00_142.00.wav,True
Actions - South Of The Water,Train,142,151,9,7,oh you make this feel like home,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - South Of The Water_142.00_151.00.wav,True
Actions - South Of The Water,Train,151,160,9,11,oh so when you're on your own south of the water,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - South Of The Water_151.00_160.00.wav,True
Actions - South Of The Water,Train,160,165,5,8,we build this up with bricks and mortar,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - South Of The Water_160.00_165.00.wav,True
Actions - South Of The Water,Train,165,175,10,7,oh you make this feel like home,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Actions - South Of The Water_165.00_175.00.wav,True
Aimee Norwich - Child,Train,0,10,10,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Aimee Norwich - Child_0.00_10.00.wav,False
Aimee Norwich - Child,Train,10,20,10,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Aimee Norwich - Child_10.00_20.00.wav,False
Aimee Norwich - Child,Train,20,25,5,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Aimee Norwich - Child_20.00_25.00.wav,False
Aimee Norwich - Child,Train,24,33,9,5,when i was a child,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Aimee Norwich - Child_24.00_33.00.wav,True
Aimee Norwich - Child,Train,33,42,9,17,the wind blew my name through the trees the sun painted portraits of me in the sky,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Aimee Norwich - Child_33.00_42.00.wav,True
Aimee Norwich - Child,Train,42,50,8,12,when i was a child the animals they smiled at me the,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Aimee Norwich - Child_42.00_50.00.wav,True
Aimee Norwich - Child,Train,49,56,7,12,me the dazes held my secrets and dreams in a line when,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Aimee Norwich - Child_49.00_56.00.wav,True
Aimee Norwich - Child,Train,55,59,4,5,when i was a child,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Aimee Norwich - Child_55.00_59.00.wav,True
Aimee Norwich - Child,Train,59,68,9,18,i'd say i love you for no good reason i embrace the scenes of the changing seasons alright,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Aimee Norwich - Child_59.00_68.00.wav,True
Aimee Norwich - Child,Train,68,76,8,14,right when i was a child i saw the good in you and me,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Aimee Norwich - Child_68.00_76.00.wav,True
Aimee Norwich - Child,Train,76,82,6,8,very simple how it's supposed to be ah,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Aimee Norwich - Child_76.00_82.00.wav,True
Aimee Norwich - Child,Train,82,89,7,11,when i was a child the never was a perfect way,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Aimee Norwich - Child_82.00_89.00.wav,True
Aimee Norwich - Child,Train,89,95,6,10,there was only living day to day or to hour,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Aimee Norwich - Child_89.00_95.00.wav,True
Aimee Norwich - Child,Train,95,103,8,11,when i was a child everything was clear to me how,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Aimee Norwich - Child_95.00_103.00.wav,True
Aimee Norwich - Child,Train,102,109,7,14,me how i wanted to live how i wanted to be alive alive when,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Aimee Norwich - Child_102.00_109.00.wav,True
Aimee Norwich - Child,Train,108,116,8,13,when i was a child the sea it's how you let me know,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Aimee Norwich - Child_108.00_116.00.wav,True
Aimee Norwich - Child,Train,116,124,8,9,watched it change and we let it go ah,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Aimee Norwich - Child_116.00_124.00.wav,True
Aimee Norwich - Child,Train,124,135,11,1,ah,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Aimee Norwich - Child_124.00_135.00.wav,True
Aimee Norwich - Child,Train,135,145,10,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Aimee Norwich - Child_135.00_145.00.wav,False
Aimee Norwich - Child,Train,145,155,10,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Aimee Norwich - Child_145.00_155.00.wav,False
Aimee Norwich - Child,Train,155,162,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Aimee Norwich - Child_155.00_162.00.wav,False
Aimee Norwich - Child,Train,162,171,9,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Aimee Norwich - Child_162.00_171.00.wav,False
Aimee Norwich - Child,Train,171,178,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Aimee Norwich - Child_171.00_178.00.wav,False
Aimee Norwich - Child,Train,178,188,10,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Aimee Norwich - Child_178.00_188.00.wav,False
Alexander Ross - Goodbye Bolero,Train,0,9,9,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Alexander Ross - Goodbye Bolero_0.00_9.00.wav,False
Alexander Ross - Goodbye Bolero,Train,9,17,8,8,red gold curls are splashed across my pillowcase,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Alexander Ross - Goodbye Bolero_9.00_17.00.wav,True
Alexander Ross - Goodbye Bolero,Train,17,23,6,6,like flower petals on an anniversary,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Alexander Ross - Goodbye Bolero_17.00_23.00.wav,True
