Song,Start,End,Duration,Lyric,Lyric_clean,Prediction,Prediction_clean,WER,CER,Words
Actions - Devil's Words,103.0,109.0,6.0,you are the one you make me feel like this,you are the one you make me feel like this, You are the one you make me feel like this. You,you are the one you make me feel like this you,0.1,0.09523809523809523,10
Actions - Devil's Words,108.0,113.0,5.0,you are the one screaming you hypocrite,you are the one screaming you hypocrite, You are the one screaming hypocrite,you are the one screaming hypocrite,0.14285714285714285,0.10256410256410256,7
Actions - Devil's Words,112.0,118.0,6.0,uh missing puzzle piece come and fill me in,uh missing puzzle piece come and fill me in," But great, missing puzzle piece, come and fill me in",but great missing puzzle piece come and fill me in,0.2222222222222222,0.18604651162790697,9
Actions - Devil's Words,118.0,123.0,5.0,uh the devils words has spoken to me,uh the devils words has spoken to me, The devil's words have spoken to me,the devils words have spoken to me,0.25,0.1388888888888889,8
Actions - Devil's Words,123.0,133.0,10.0,yeah yeah you are the one oh,yeah yeah you are the one oh, Hearing all the rain slather away,hearing all the rain slather away,1.0,0.8571428571428571,7
Actions - Devil's Words,132.0,143.0,11.0,yeah you are the one yeah oh hey,yeah you are the one yeah oh hey, You are the one,you are the one,0.5,0.53125,8
Actions - Devil's Words,142.0,149.0,7.0,you are the one you make me feel like this,you are the one you make me feel like this, You are the one you make me feel like this.,you are the one you make me feel like this,0.0,0.0,10
Actions - Devil's Words,148.0,154.0,6.0,you are the one screaming you hypocrite,you are the one screaming you hypocrite, You are the one screaming you hypocrite,you are the one screaming you hypocrite,0.0,0.0,7
Actions - Devil's Words,153.0,159.0,6.0,uh a missing puzzle piece come and fill me in,uh a missing puzzle piece come and fill me in," Missing puzzle piece, come and fill me in",missing puzzle piece come and fill me in,0.2,0.1111111111111111,10
Actions - Devil's Words,158.0,164.0,6.0,uh the devils words has spoken to me,uh the devils words has spoken to me, The devil's words have spoken to me,the devils words have spoken to me,0.25,0.1388888888888889,8
Actions - Devil's Words,163.0,169.0,6.0,you are the one you make me feel like this,you are the one you make me feel like this, You are the one you make me feel like this,you are the one you make me feel like this,0.0,0.0,10
Actions - Devil's Words,168.0,174.0,6.0,you are the one screaming you hypocrite,you are the one screaming you hypocrite, You are the one screaming you hypocrite,you are the one screaming you hypocrite,0.0,0.0,7
Actions - Devil's Words,173.0,179.0,6.0,uh a missing puzzle piece come and fill me in,uh a missing puzzle piece come and fill me in," I miss impustible pace, come and fill me in",i miss impustible pace come and fill me in,0.5,0.3111111111111111,10
Actions - Devil's Words,179.0,184.0,5.0,uh the devils words has spoken to me,uh the devils words has spoken to me, The devil's words have spoken to me,the devils words have spoken to me,0.25,0.1388888888888889,8
Actions - Devil's Words,184.0,189.0,5.0,the devils words has spoken to me,the devils words has spoken to me, The devils was has spoken to me,the devils was has spoken to me,0.14285714285714285,0.09090909090909091,7
Actions - Devil's Words,189.0,196.0,7.0,the devils words has spoken to me,the devils words has spoken to me, The devil's words have spoken to me.,the devils words have spoken to me,0.14285714285714285,0.06060606060606061,7
Actions - One Minute Smile,0.0,7.0,7.0,you hold my hand as you look around you kiss me quick i dont make sound you,you hold my hand as you look around you kiss me quick i dont make sound you," You hold my hand as you look around You kiss me quick, I don't make sound You look",you hold my hand as you look around you kiss me quick i dont make sound you look,0.058823529411764705,0.06666666666666667,17
Actions - One Minute Smile,6.0,12.0,6.0,you look at me so you see right through me through me,you look at me so you see right through me through me, You look at me as though you see right through me through me,you look at me as though you see right through me through me,0.16666666666666666,0.1320754716981132,12
Actions - One Minute Smile,11.0,17.0,6.0,we walk in silence whats happen now one minute smile now its only fraud,we walk in silence whats happen now one minute smile now its only fraud," We walk in silence, what's happened now? One minute's my now, it's only frowns",we walk in silence whats happened now one minutes my now its only frowns,0.2857142857142857,0.15492957746478872,14
Actions - One Minute Smile,17.0,22.0,5.0,im so confused once we were so strong so strong,im so confused once we were so strong so strong," I'm so confused once we were so strong, so strong",im so confused once we were so strong so strong,0.0,0.0,10
Actions - One Minute Smile,22.0,28.0,6.0,if this is not love it feels a lot like love you,if this is not love it feels a lot like love you," If this is not love, it feels a lot like love",if this is not love it feels a lot like love,0.08333333333333333,0.08333333333333333,12
Actions - One Minute Smile,27.0,33.0,6.0,you double standards they always got me down,you double standards they always got me down," You double standards, they always got me down",you double standards they always got me down,0.0,0.0,8
Actions - One Minute Smile,33.0,43.0,10.0,i dont know where where we went wrong i just dont know i just dont know,i dont know where where we went wrong i just dont know i just dont know, I don't know where we will run I just don't know,i dont know where we will run i just dont know,0.4375,0.39436619718309857,16
Actions - One Minute Smile,43.0,49.0,6.0,if its not love it feels a lot like love,if its not love it feels a lot like love," If it's not love, if it's not love like love",if its not love if its not love like love,0.4,0.25,10
Actions - One Minute Smile,49.0,57.0,8.0,a lot like love a lot like love,a lot like love a lot like love," Alhamdulillah, Alhamdulillah",alhamdulillah alhamdulillah,1.0,0.7741935483870968,8
Actions - One Minute Smile,57.0,64.0,7.0,we had turns like no other you can make me smile when i weep,we had turns like no other you can make me smile when i weep," We had turns like no other, you can make me smile when I weep.",we had turns like no other you can make me smile when i weep,0.0,0.0,14
Actions - One Minute Smile,64.0,69.0,5.0,but my tears can drown out the laughter now oh now,but my tears can drown out the laughter now oh now," But my taste can drown out, but laughter now, oh now",but my taste can drown out but laughter now oh now,0.18181818181818182,0.14,11
Actions - One Minute Smile,69.0,75.0,6.0,we talk until the sun rises you listen to all the same lies we speak,we talk until the sun rises you listen to all the same lies we speak, We talk until the summer is here You listen to all the same lies We speak,we talk until the summer is here you listen to all the same lies we speak,0.2,0.11764705882352941,15
Actions - One Minute Smile,74.0,80.0,6.0,we speak like theres no one else around around,we speak like theres no one else around around, We speak like there's no one else around around,we speak like theres no one else around around,0.0,0.0,9
Actions - One Minute Smile,80.0,85.0,5.0,if this is not love it feels a lot like love,if this is not love it feels a lot like love," If this is not love, it feels a lot like love",if this is not love it feels a lot like love,0.0,0.0,11
Actions - One Minute Smile,85.0,90.0,5.0,you double standards they always got me down,you double standards they always got me down," You double standards, they always got me down.",you double standards they always got me down,0.0,0.0,8
Actions - One Minute Smile,90.0,96.0,6.0,i dont know where where we went wrong i,i dont know where where we went wrong i," I don't know where, where we will come",i dont know where where we will come,0.3333333333333333,0.23076923076923078,9
Actions - One Minute Smile,96.0,102.0,6.0,i just dont know i just dont know if its,i just dont know i just dont know if its," I just don't know, I just don't know if it's...",i just dont know i just dont know if its,0.0,0.0,10
Actions - One Minute Smile,101.0,106.0,5.0,if its not love it feels a lot like love,if its not love it feels a lot like love," If it's not love, if it's not love, I'd like it all",if its not love if its not love id like it all,0.7,0.475,10
Actions - One Minute Smile,106.0,114.0,8.0,a lot like love a lot like love,a lot like love a lot like love," Alhamdulillah, Alhamdulillah",alhamdulillah alhamdulillah,1.0,0.7741935483870968,8
Actions - One Minute Smile,114.0,119.0,5.0,a lot like love i dont know where,a lot like love i dont know where, I look like life to the wind,i look like life to the wind,0.875,0.5454545454545454,8
Actions - One Minute Smile,119.0,125.0,6.0,where we went wrong i just dont know now i,where we went wrong i just dont know now i," Well, you and I just don't know now",well you and i just dont know now,0.5,0.38095238095238093,10
Actions - One Minute Smile,124.0,135.0,11.0,now i just dont know,now i just dont know," Now I just don't know if it's not love If it's a love like love, a love like love",now i just dont know if its not love if its a love like love a love like love,2.8,2.85,5
