Song,Split,Start,End,Duration,Words,Lyric,chunk_path,has_lyrics,mixture_chunk_path,drums_chunk_path,bass_chunk_path,other_chunk_path,vocals_chunk_path
ANiMAL - Clinic A,Train,82.0,93.0,11.0,48,the parkers would travel the four corners of the world just to reach her for nonish now is the case one is a teacher to jump fit states in station her pockets getting paid having bent her on the bus and while the group was getting laid but,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/ANiMAL - Clinic A_82.00_93.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/ANiMAL - Clinic A_82_93.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/ANiMAL - Clinic A_82_93.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/ANiMAL - Clinic A_82_93.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/ANiMAL - Clinic A_82_93.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/ANiMAL - Clinic A_82_93.wav
ANiMAL - Clinic A,Train,93.0,104.0,11.0,36,so even niece's chin is one track keep on willing is the was we do it cigars grab me nuts ey lady shake it bit sister pede ode seed kayde ade teed lips we take aim,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/ANiMAL - Clinic A_93.00_104.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/ANiMAL - Clinic A_93_104.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/ANiMAL - Clinic A_93_104.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/ANiMAL - Clinic A_93_104.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/ANiMAL - Clinic A_93_104.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/ANiMAL - Clinic A_93_104.wav
ANiMAL - Clinic A,Train,104.0,112.0,8.0,15,and haters have to run away with their head in shame cause we're not afraid,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/ANiMAL - Clinic A_104.00_112.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/ANiMAL - Clinic A_104_112.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/ANiMAL - Clinic A_104_112.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/ANiMAL - Clinic A_104_112.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/ANiMAL - Clinic A_104_112.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/ANiMAL - Clinic A_104_112.wav
ANiMAL - Clinic A,Train,112.0,120.0,8.0,14,and we've got hate grenades we are the renegades straight out of clinic a,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/ANiMAL - Clinic A_112.00_120.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/ANiMAL - Clinic A_112_120.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/ANiMAL - Clinic A_112_120.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/ANiMAL - Clinic A_112_120.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/ANiMAL - Clinic A_112_120.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/ANiMAL - Clinic A_112_120.wav
ANiMAL - Clinic A,Train,119.0,126.0,7.0,23,we will be heard cause we got the three voices we pick up long and it's gonna drop bombs hits stays a rocket,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/ANiMAL - Clinic A_119.00_126.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/ANiMAL - Clinic A_119_126.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/ANiMAL - Clinic A_119_126.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/ANiMAL - Clinic A_119_126.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/ANiMAL - Clinic A_119_126.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/ANiMAL - Clinic A_119_126.wav
ANiMAL - Clinic A,Train,126.0,131.0,5.0,16,i stack it we pre pack it and then i smash it some get sixty rhymes,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/ANiMAL - Clinic A_126.00_131.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/ANiMAL - Clinic A_126_131.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/ANiMAL - Clinic A_126_131.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/ANiMAL - Clinic A_126_131.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/ANiMAL - Clinic A_126_131.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/ANiMAL - Clinic A_126_131.wav
ANiMAL - Clinic A,Train,131.0,136.0,5.0,12,audio crime after audio crime dressing my chair and my classics the,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/ANiMAL - Clinic A_131.00_136.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/ANiMAL - Clinic A_131_136.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/ANiMAL - Clinic A_131_136.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/ANiMAL - Clinic A_131_136.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/ANiMAL - Clinic A_131_136.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/ANiMAL - Clinic A_131_136.wav
ANiMAL - Clinic A,Train,136.0,145.0,9.0,24,record ends and i sleep with static i'm the master in disguise making beats and rockingly wise we take the cate line wricky lake,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/ANiMAL - Clinic A_136.00_145.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/ANiMAL - Clinic A_136_145.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/ANiMAL - Clinic A_136_145.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/ANiMAL - Clinic A_136_145.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/ANiMAL - Clinic A_136_145.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/ANiMAL - Clinic A_136_145.wav
ANiMAL - Clinic A,Train,145.0,152.0,7.0,21,slap upon rhyme the original fakes i seek out blessings serly a bass i'm a parrot i take the piece and,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/ANiMAL - Clinic A_145.00_152.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/ANiMAL - Clinic A_145_152.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/ANiMAL - Clinic A_145_152.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/ANiMAL - Clinic A_145_152.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/ANiMAL - Clinic A_145_152.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/ANiMAL - Clinic A_145_152.wav
ANiMAL - Clinic A,Train,152.0,159.0,7.0,18,when i split well i start to laugh eight bit sounds this shit sounds hard we take aim,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/ANiMAL - Clinic A_152.00_159.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/ANiMAL - Clinic A_152_159.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/ANiMAL - Clinic A_152_159.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/ANiMAL - Clinic A_152_159.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/ANiMAL - Clinic A_152_159.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/ANiMAL - Clinic A_152_159.wav
ANiMAL - Clinic A,Train,159.0,165.0,6.0,11,and haters have to run away with their head in shame,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/ANiMAL - Clinic A_159.00_165.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/ANiMAL - Clinic A_159_165.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/ANiMAL - Clinic A_159_165.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/ANiMAL - Clinic A_159_165.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/ANiMAL - Clinic A_159_165.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/ANiMAL - Clinic A_159_165.wav
ANiMAL - Clinic A,Train,165.0,175.0,10.0,18,cause we're not afraid and we've got hate grenades we are the renegades straight out of clinic a,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/ANiMAL - Clinic A_165.00_175.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/ANiMAL - Clinic A_165_175.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/ANiMAL - Clinic A_165_175.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/ANiMAL - Clinic A_165_175.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/ANiMAL - Clinic A_165_175.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/ANiMAL - Clinic A_165_175.wav
ANiMAL - Clinic A,Train,175.0,181.0,6.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/ANiMAL - Clinic A_175.00_181.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/ANiMAL - Clinic A_175_181.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/ANiMAL - Clinic A_175_181.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/ANiMAL - Clinic A_175_181.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/ANiMAL - Clinic A_175_181.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/ANiMAL - Clinic A_175_181.wav
ANiMAL - Clinic A,Train,181.0,188.0,7.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/ANiMAL - Clinic A_181.00_188.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/ANiMAL - Clinic A_181_188.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/ANiMAL - Clinic A_181_188.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/ANiMAL - Clinic A_181_188.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/ANiMAL - Clinic A_181_188.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/ANiMAL - Clinic A_181_188.wav
ANiMAL - Clinic A,Train,188.0,195.0,7.0,5,straight out of clinic a,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/ANiMAL - Clinic A_188.00_195.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/ANiMAL - Clinic A_188_195.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/ANiMAL - Clinic A_188_195.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/ANiMAL - Clinic A_188_195.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/ANiMAL - Clinic A_188_195.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/ANiMAL - Clinic A_188_195.wav
ANiMAL - Clinic A,Train,195.0,205.0,10.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/ANiMAL - Clinic A_195.00_205.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/ANiMAL - Clinic A_195_205.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/ANiMAL - Clinic A_195_205.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/ANiMAL - Clinic A_195_205.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/ANiMAL - Clinic A_195_205.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/ANiMAL - Clinic A_195_205.wav
ANiMAL - Clinic A,Train,205.0,213.0,8.0,9,we are the renegades straight out of clinic a,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/ANiMAL - Clinic A_205.00_213.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/ANiMAL - Clinic A_205_213.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/ANiMAL - Clinic A_205_213.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/ANiMAL - Clinic A_205_213.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/ANiMAL - Clinic A_205_213.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/ANiMAL - Clinic A_205_213.wav
ANiMAL - Clinic A,Train,213.0,217.0,4.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/ANiMAL - Clinic A_213.00_217.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/ANiMAL - Clinic A_213_217.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/ANiMAL - Clinic A_213_217.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/ANiMAL - Clinic A_213_217.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/ANiMAL - Clinic A_213_217.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/ANiMAL - Clinic A_213_217.wav
ANiMAL - Clinic A,Train,217.0,223.0,6.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/ANiMAL - Clinic A_217.00_223.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/ANiMAL - Clinic A_217_223.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/ANiMAL - Clinic A_217_223.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/ANiMAL - Clinic A_217_223.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/ANiMAL - Clinic A_217_223.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/ANiMAL - Clinic A_217_223.wav
ANiMAL - Clinic A,Train,223.0,232.0,9.0,9,we are the renegades straight out of clinic a,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/ANiMAL - Clinic A_223.00_232.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/ANiMAL - Clinic A_223_232.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/ANiMAL - Clinic A_223_232.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/ANiMAL - Clinic A_223_232.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/ANiMAL - Clinic A_223_232.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/ANiMAL - Clinic A_223_232.wav
ANiMAL - Clinic A,Train,232.0,237.0,5.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/ANiMAL - Clinic A_232.00_237.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/ANiMAL - Clinic A_232_237.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/ANiMAL - Clinic A_232_237.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/ANiMAL - Clinic A_232_237.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/ANiMAL - Clinic A_232_237.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/ANiMAL - Clinic A_232_237.wav
ANiMAL - Easy Tiger,Train,0.0,6.0,6.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/ANiMAL - Easy Tiger_0.00_6.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/ANiMAL - Easy Tiger_0_6.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/ANiMAL - Easy Tiger_0_6.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/ANiMAL - Easy Tiger_0_6.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/ANiMAL - Easy Tiger_0_6.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/ANiMAL - Easy Tiger_0_6.wav
ANiMAL - Easy Tiger,Train,6.0,13.0,7.0,4,and come and come,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/ANiMAL - Easy Tiger_6.00_13.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/ANiMAL - Easy Tiger_6_13.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/ANiMAL - Easy Tiger_6_13.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/ANiMAL - Easy Tiger_6_13.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/ANiMAL - Easy Tiger_6_13.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/ANiMAL - Easy Tiger_6_13.wav
