chunk_path,Song,Start,End,Lyric,has_lyrics,augmented_from
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Actions - One Minute Smile_119_125.wav,Actions - One Minute Smile,119,125,where we went wrong i just don't know now i,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Actions - One Minute Smile_124_135.wav,Actions - One Minute Smile,124,135,now i just don't know,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Actions - One Minute Smile_135_139.wav,Actions - One Minute Smile,135,139,a lot like love i don't know,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Actions - One Minute Smile_138_145.wav,Actions - One Minute Smile,138,145,don't know but we will go i just don't know,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Actions - One Minute Smile_145_153.wav,Actions - One Minute Smile,145,153,i just don't know if it's not love it feels a lot like love,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Actions - One Minute Smile_153_163.wav,Actions - One Minute Smile,153,163,a lot like love a lot like love,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Actions - South Of The Water_0_8.wav,Actions - South Of The Water,0,8,my skin's falling off i'm breaking at the seeps,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Actions - South Of The Water_8_15.wav,Actions - South Of The Water,8,15,he's holding me under and i can't breath,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Actions - South Of The Water_15_19.wav,Actions - South Of The Water,15,19,slow and painful and as it seems,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Actions - South Of The Water_19_26.wav,Actions - South Of The Water,19,26,now i'm caving in my heart is so ficating,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Actions - South Of The Water_26_35.wav,Actions - South Of The Water,26,35,my hands frost in start cause you are tearing me apart,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Actions - South Of The Water_36_44.wav,Actions - South Of The Water,36,44,oh,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Actions - South Of The Water_44_52.wav,Actions - South Of The Water,44,52,you make this feel like home oh so,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Actions - South Of The Water_51_57.wav,Actions - South Of The Water,51,57,so when you're on your own south of the water,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Actions - South Of The Water_57_62.wav,Actions - South Of The Water,57,62,we build this up with bricks and mortar,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Actions - South Of The Water_62_69.wav,Actions - South Of The Water,62,69,oh you make this feel like home it's,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Actions - South Of The Water_68_75.wav,Actions - South Of The Water,68,75,it's cold outside but my temper's increasing,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Actions - South Of The Water_75_83.wav,Actions - South Of The Water,75,83,so help me out i will kick and shout for you,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Actions - South Of The Water_83_87.wav,Actions - South Of The Water,83,87,it's slow and painful and as it seems,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Actions - South Of The Water_87_94.wav,Actions - South Of The Water,87,94,oh you make this feel like home,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Actions - South Of The Water_94_103.wav,Actions - South Of The Water,94,103,oh so when you're on your own south of the water,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Actions - South Of The Water_103_108.wav,Actions - South Of The Water,103,108,we build this up with bricks and mortar,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Actions - South Of The Water_107_115.wav,Actions - South Of The Water,107,115,oh you make this feel like home,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Actions - South Of The Water_114_119.wav,Actions - South Of The Water,114,119,i'm still here,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Actions - South Of The Water_119_122.wav,Actions - South Of The Water,119,122,no i'm not worried,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Actions - South Of The Water_122_129.wav,Actions - South Of The Water,122,129,even though my make up went yeah,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Actions - South Of The Water_129_136.wav,Actions - South Of The Water,129,136,i track you in i saw you coming,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Actions - South Of The Water_136_142.wav,Actions - South Of The Water,136,142,slow and painful and as it seems,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Actions - South Of The Water_142_151.wav,Actions - South Of The Water,142,151,oh you make this feel like home,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Actions - South Of The Water_151_160.wav,Actions - South Of The Water,151,160,oh so when you're on your own south of the water,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Actions - South Of The Water_160_165.wav,Actions - South Of The Water,160,165,we build this up with bricks and mortar,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Actions - South Of The Water_165_175.wav,Actions - South Of The Water,165,175,oh you make this feel like home,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Aimee Norwich - Child_24_33.wav,Aimee Norwich - Child,24,33,when i was a child,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Aimee Norwich - Child_33_42.wav,Aimee Norwich - Child,33,42,the wind blew my name through the trees the sun painted portraits of me in the sky,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Aimee Norwich - Child_42_50.wav,Aimee Norwich - Child,42,50,when i was a child the animals they smiled at me the,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Aimee Norwich - Child_49_56.wav,Aimee Norwich - Child,49,56,me the dazes held my secrets and dreams in a line when,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Aimee Norwich - Child_55_59.wav,Aimee Norwich - Child,55,59,when i was a child,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Aimee Norwich - Child_59_68.wav,Aimee Norwich - Child,59,68,i'd say i love you for no good reason i embrace the scenes of the changing seasons alright,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Aimee Norwich - Child_68_76.wav,Aimee Norwich - Child,68,76,right when i was a child i saw the good in you and me,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Aimee Norwich - Child_76_82.wav,Aimee Norwich - Child,76,82,very simple how it's supposed to be ah,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Aimee Norwich - Child_82_89.wav,Aimee Norwich - Child,82,89,when i was a child the never was a perfect way,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Aimee Norwich - Child_89_95.wav,Aimee Norwich - Child,89,95,there was only living day to day or to hour,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Aimee Norwich - Child_95_103.wav,Aimee Norwich - Child,95,103,when i was a child everything was clear to me how,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Aimee Norwich - Child_102_109.wav,Aimee Norwich - Child,102,109,me how i wanted to live how i wanted to be alive alive when,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Aimee Norwich - Child_108_116.wav,Aimee Norwich - Child,108,116,when i was a child the sea it's how you let me know,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Aimee Norwich - Child_116_124.wav,Aimee Norwich - Child,116,124,watched it change and we let it go ah,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Aimee Norwich - Child_124_135.wav,Aimee Norwich - Child,124,135,ah,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Alexander Ross - Goodbye Bolero_9_17.wav,Alexander Ross - Goodbye Bolero,9,17,red gold curls are splashed across my pillowcase,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Alexander Ross - Goodbye Bolero_17_23.wav,Alexander Ross - Goodbye Bolero,17,23,like flower petals on an anniversary,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Alexander Ross - Goodbye Bolero_22_28.wav,Alexander Ross - Goodbye Bolero,22,28,a pretty smile is slashed across her pretty face,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Alexander Ross - Goodbye Bolero_28_35.wav,Alexander Ross - Goodbye Bolero,28,35,that says i don't know that this guy don't deserve me,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Alexander Ross - Goodbye Bolero_34_41.wav,Alexander Ross - Goodbye Bolero,34,41,tiny white hands are searching for a heartbeat,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Alexander Ross - Goodbye Bolero_41_46.wav,Alexander Ross - Goodbye Bolero,41,46,in my sallow sunken chest,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Alexander Ross - Goodbye Bolero_46_52.wav,Alexander Ross - Goodbye Bolero,46,52,outside snow is falling in the dark streets,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Alexander Ross - Goodbye Bolero_52_58.wav,Alexander Ross - Goodbye Bolero,52,58,and i can't seem to get no rest,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Alexander Ross - Goodbye Bolero_58_63.wav,Alexander Ross - Goodbye Bolero,58,63,i can't sleep,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Alexander Ross - Goodbye Bolero_63_69.wav,Alexander Ross - Goodbye Bolero,63,69,no i can't barely breathe,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Alexander Ross - Goodbye Bolero_69_76.wav,Alexander Ross - Goodbye Bolero,69,76,so goodbye to bolero my sentimental friend i,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Alexander Ross - Goodbye Bolero_75_81.wav,Alexander Ross - Goodbye Bolero,75,81,i don't know when i will drop the needle on you again,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Alexander Ross - Goodbye Bolero_81_87.wav,Alexander Ross - Goodbye Bolero,81,87,no more dancing in my bedroom your horns and violins,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Alexander Ross - Goodbye Bolero_86_94.wav,Alexander Ross - Goodbye Bolero,86,94,though your drums beat on inside my chest keeping time with all my sins,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Alexander Ross - Goodbye Bolero_108_116.wav,Alexander Ross - Goodbye Bolero,108,116,like a celtic catalina she is dancing,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Alexander Ross - Goodbye Bolero_116_122.wav,Alexander Ross - Goodbye Bolero,116,122,across the dusty floorboards of my memory,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Alexander Ross - Goodbye Bolero_121_127.wav,Alexander Ross - Goodbye Bolero,121,127,like a scarlet proserpina she is planting,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Alexander Ross - Goodbye Bolero_127_135.wav,Alexander Ross - Goodbye Bolero,127,135,funerary flowers in all the holes inside of me,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Alexander Ross - Goodbye Bolero_135_140.wav,Alexander Ross - Goodbye Bolero,135,140,her hips are swaying in the moonlight,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Alexander Ross - Goodbye Bolero_140_145.wav,Alexander Ross - Goodbye Bolero,140,145,behind my eyelids in the dark,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Alexander Ross - Goodbye Bolero_145_151.wav,Alexander Ross - Goodbye Bolero,145,151,i follow her braying in the lamplight,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Alexander Ross - Goodbye Bolero_151_158.wav,Alexander Ross - Goodbye Bolero,151,158,over the creek and through the park,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Alexander Ross - Goodbye Bolero_158_164.wav,Alexander Ross - Goodbye Bolero,158,164,and just like that she's gone,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Alexander Ross - Goodbye Bolero_164_169.wav,Alexander Ross - Goodbye Bolero,164,169,it's over she's gone,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Alexander Ross - Goodbye Bolero_169_176.wav,Alexander Ross - Goodbye Bolero,169,176,so goodbye to bolero my sentimental friend i,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Alexander Ross - Goodbye Bolero_175_181.wav,Alexander Ross - Goodbye Bolero,175,181,i don't know when i will drop the needle on you again,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Alexander Ross - Goodbye Bolero_181_187.wav,Alexander Ross - Goodbye Bolero,181,187,no more dancing in my bedroom your horns and violins,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Alexander Ross - Goodbye Bolero_187_195.wav,Alexander Ross - Goodbye Bolero,187,195,though your drums beat on inside my chest keeping time with all my sins,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Alexander Ross - Goodbye Bolero_257_264.wav,Alexander Ross - Goodbye Bolero,257,264,so goodbye to bolero my sentimental friend,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Alexander Ross - Goodbye Bolero_264_270.wav,Alexander Ross - Goodbye Bolero,264,270,i don't know when i will drop the needle on you again no,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Alexander Ross - Goodbye Bolero_269_276.wav,Alexander Ross - Goodbye Bolero,269,276,no more dancing in my bedroom your horns and violins though your,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Alexander Ross - Goodbye Bolero_275_283.wav,Alexander Ross - Goodbye Bolero,275,283,though your drums beat on inside my chest keeping time with all my sins,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Alexander Ross - Velvet Curtain_12_20.wav,Alexander Ross - Velvet Curtain,12,20,i remember lying in the dark cautiously tell,TRUE,none
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks/vocals/Alexander Ross - Velvet Curtain_20_30.wav,Alexander Ross - Velvet Curtain,20,30,about those other women 'bout the lies in their eyes and the nights between their fights,TRUE,none
